id,name,price,sold,rating
830,Fujitsu,296588,300574,1.11
831,Chuwi,114657,271564,3.51
832,AXL,10059,425259,4.73
833,Xiaomi,396488,365733,4.58
834,Microsoft,81860,546430,4.37
835,Samsung,461850,65376,3.22
836,Zebronics,253496,636731,3.18
837,Acer,131425,765278,4.99
838,Xiaomi,12718,692654,4.39
839,Zebronics,184921,88305,4.38
840,Xiaomi,229485,619958,3.26
841,Chuwi,99220,153417,1.27
842,LG,582807,112872,3.07
843,Ninkear,362204,289136,3.13
844,Colorful,45035,800550,3.77
845,Fujitsu,129897,173801,4.67
846,Lenovo,470200,885885,3.18
847,Lenovo,500989,818787,3.14
848,Infinix,222911,844286,4.44
849,AXL,308601,767245,2.79
850,MSI,462275,387801,3.85
851,Acer,447463,974373,4.89
852,LG,365701,172717,2.41
853,Huawei,351134,832670,4.62
854,Avita,64540,952841,1.96
855,Dell,160829,906400,1.93
856,Gigabyte,260101,960300,3.76
857,iBall,27175,910087,3.28
858,Razer,188591,597132,4.55
859,Ninkear,538691,389725,3.81
860,Zebronics,267595,240155,2.71
861,Avita,229647,188139,4.56
862,Walker,177843,38483,1.21
863,Zebronics,337777,624200,1.94
864,Ultimus,316506,850870,4.75
865,Chuwi,228626,914241,1.82
866,Huawei,343705,688308,2.7
867,Wings,479566,332459,4.61
868,Apple,361597,354471,1.07
869,Huawei,82503,16011,4.59
870,Honor,238189,187979,3.27
871,HP,510459,257087,2.69
872,Ultimus,404033,502557,3.43
873,Samsung,67020,927779,3.15
874,Ultimus,514201,337296,4.88
875,Lenovo,279711,260732,1.51
876,Dell,164739,108895,3.07
877,AXL,143257,646511,4.14
878,Microsoft,144330,371886,4.23
879,Infinix,461108,758103,3.43
880,Avita,371643,584026,4.43
881,Wings,212887,581791,2.83
882,HP,69859,228427,2.32
883,MSI,239201,936265,2.01
884,HP,382730,725903,1.07
885,Huawei,80988,770034,2.53
886,Ultimus,426180,646742,1.88
887,LG,590196,714447,1.91
888,Colorful,129900,525850,4.2
889,Honor,540268,17434,4.06
890,Samsung,328009,351593,3.45
891,Acer,100752,973887,2.07
892,Apple,140299,412169,2.33
893,iBall,146600,545912,2.15
894,Chuwi,526580,992342,3.42
895,Avita,569866,743534,2.07
896,Gigabyte,147014,308802,3.65
897,Colorful,561044,926461,4.74
898,Primebook,71530,935405,2.3
899,Samsung,200066,252542,2.8
900,Primebook,393004,589991,2.84
901,iBall,45417,508115,2.45
902,AXL,62927,673267,4.46
903,Honor,47612,895109,2.86
904,Ultimus,487964,187386,4.67
905,Chuwi,157641,163234,2.63
906,Huawei,80544,173672,1.88
907,Zebronics,590753,236653,4.31
908,Razer,182465,805396,3.81
909,Apple,560562,110778,1.77
910,Apple,496502,658662,4.15
911,Chuwi,239308,261191,4.18
912,MSI,424831,566448,4.44
913,Asus,397438,369080,1.62
914,AXL,232513,28705,2.18
915,Ultimus,205171,159107,1.8
916,Jio,520994,231680,1.82
917,LG,496076,995413,2.8
918,Acer,311693,543831,2.25
919,iBall,442973,80321,1.06
920,Lenovo,209653,832603,4.36
921,Ninkear,567708,365486,2.2
922,Honor,143281,573560,3.02
923,Gigabyte,95156,826817,1.1
924,Walker,574187,987904,3.41
925,Acer,303836,796840,2.9
926,Fujitsu,504693,384330,1.1
927,iBall,388997,545690,1.25
928,Avita,255322,732748,3.96
929,Zebronics,86673,884989,4.5
930,Samsung,403867,592298,4.14
931,Tecno,118131,637003,3.55
932,HP,25306,297863,1.39
933,Ninkear,544086,372147,2.51
934,Walker,269306,37641,3.71
935,Honor,320491,320912,4.22
936,Dell,371594,867738,1.49
937,Tecno,545959,598521,2.31
938,Huawei,456906,206245,2.54
939,Lenovo,412922,964545,2.48
940,AXL,37580,303386,1.17
941,Wings,572205,695171,2.93
942,Ninkear,315628,571310,4.71
943,Lenovo,154147,138190,4.26
944,Jio,23325,803067,3.09
945,Infinix,183821,197100,1.22
946,Chuwi,50461,239709,4.63
947,iBall,107248,386806,4.33
948,Tecno,71907,743537,2.26
949,Avita,314099,215557,3.86
950,Huawei,191404,445443,1.69
951,Avita,525215,120160,1.72
952,Honor,399404,550534,2.45
953,Lenovo,51687,155652,3.68
954,Acer,292334,181218,1.95
955,Walker,222162,477739,3.61
956,Apple,152423,141566,2.79
957,Asus,221873,310114,2.48
958,ASUS,188828,474987,2.37
959,Lenovo,498328,174645,4.35
960,Lenovo,388431,349227,2.28
961,Honor,31765,813778,3.8
962,Infinix,143978,153798,4.95
963,Avita,65058,7614,3.67
964,Tecno,250800,82103,1.11
965,Colorful,452029,514980,2.77
966,Infinix,111097,993653,2.38
967,Avita,388828,920090,3.21
968,Tecno,457253,693119,2.63
969,iBall,540656,180609,3.28
970,HP,470557,461454,4.76
971,Razer,70131,646397,3.49
972,Xiaomi,369587,520824,1.91
973,Wings,184762,835570,1.95
974,Fujitsu,247998,227577,2.08
975,Apple,187709,213790,2.18
976,Xiaomi,543082,314364,4.07
977,Walker,532210,971845,1.47
978,Razer,229412,858006,2.69
979,Avita,358291,315601,1.94
980,LG,237603,36127,1.65
981,Huawei,443533,360435,4.99
982,Ultimus,350318,477772,2.91
983,Ninkear,43095,979960,1.73
984,Tecno,22667,88775,3.5
985,Apple,298700,261741,2.57
986,Lenovo,488875,650171,2.78
987,Tecno,588346,961081,1.17
988,Jio,535155,474772,1.26
989,Apple,15864,262374,4.85
990,AXL,369553,417203,3.08
991,Infinix,129120,996614,2.7
992,ASUS,550201,520454,1.08
993,Dell,96096,118181,1.19
994,Samsung,269119,646566,3.46
995,Huawei,10405,516819,1.11
996,Microsoft,576545,844292,2.14
997,Avita,339570,291356,4.13
998,Primebook,185527,106682,3.31
999,MSI,131170,859096,4.46
1000,Ninkear,569362,267827,4.19
1001,Ultimus,60336,641351,3.73
1002,Acer,298733,531950,2.42
1003,Asus,587557,450041,4.89
1004,Zebronics,449830,67303,4.81
1005,LG,502881,476764,4.34
1006,Avita,43403,867087,3.69
1007,Fujitsu,350492,413595,1.84
1008,Acer,439066,730221,3.69
1009,LG,493098,529581,2.13
1010,Dell,94874,269841,3.19
1011,Walker,152334,621547,4.87
1012,Microsoft,134553,16288,2.17
1013,HP,256081,453469,3.16
1014,MSI,63947,408829,2.87
1015,Gigabyte,14033,703909,1.32
1016,Ninkear,457719,803935,3.14
1017,Fujitsu,368054,997315,1.99
1018,Ninkear,146516,266034,1.4
1019,HP,130716,882845,3.53
1020,Jio,75655,230756,1.97
1021,Acer,52196,300097,4.99
1022,Lenovo,340707,295960,1.93
1023,Ultimus,544675,537328,3.29
1024,Wings,375176,891576,3.44
1025,Asus,144100,606264,4.11
1026,Honor,205325,113340,4.72
1027,Dell,170102,192534,4.35
1028,Tecno,203522,74291,3.44
1029,Lenovo,480547,698312,4.04
1030,Ninkear,350509,651060,4.3
1031,Fujitsu,376898,154476,3.52
1032,Primebook,403859,938589,4.33
1033,Microsoft,176033,267127,4.22
1034,Asus,64359,339106,3.91
1035,AXL,467893,313083,4.1
1036,Xiaomi,138524,900572,1.03
1037,iBall,492915,816958,2.28
1038,Samsung,252585,624054,1.57
1039,Tecno,220655,803330,2.9
1040,LG,332638,419609,4.11
1041,Infinix,431017,531191,3.79
1042,Wings,154755,5501,2.79
1043,Gigabyte,302080,486664,2.27
1044,Primebook,19714,678879,2.48
1045,Lenovo,14172,282519,1.39
1046,Ultimus,223435,404541,4.83
1047,iBall,522587,431544,3.34
1048,Chuwi,272681,824079,1.46
1049,Xiaomi,14568,990031,2.47
1050,HP,355929,653577,4.85
1051,LG,483349,934936,1.2
1052,Avita,313416,854131,4.05
1053,Primebook,40794,685382,2.6
1054,Asus,246141,480431,1.51
1055,Wings,133610,840183,2.85
1056,Colorful,544616,301515,2.09
1057,AXL,88238,771908,3.39
1058,Acer,38473,470622,4.29
1059,Gigabyte,166567,344873,2.44
1060,Walker,286107,275171,3.44
1061,Microsoft,483102,385244,2.41
1062,Honor,207003,128823,2.0
1063,Gigabyte,593237,940028,2.46
1064,Samsung,404545,947433,3.98
1065,Wings,55695,565594,1.46
1066,Walker,216762,692154,4.04
1067,LG,465501,907020,3.65
1068,Infinix,56747,634218,2.95
1069,Dell,112893,545017,3.07
1070,Wings,433625,660003,4.43
1071,Apple,417021,54216,2.02
1072,Chuwi,360676,359880,1.19
1073,Xiaomi,557941,222125,3.32
1074,Apple,541512,191271,2.38
1075,LG,169179,240496,3.56
1076,ASUS,186999,654984,3.81
1077,Gigabyte,534326,917767,1.71
1078,Fujitsu,518448,786851,2.09
1079,iBall,186681,213966,1.31
1080,Ninkear,131254,558357,3.72
1081,Infinix,522567,398988,1.77
1082,Jio,541950,130252,2.87
1083,LG,150105,906363,3.92
1084,Razer,225210,64385,2.14
1085,Gigabyte,480773,928077,1.98
1086,Walker,396150,298239,4.29
1087,Zebronics,329762,893716,1.6
1088,Jio,230217,572614,4.74
1089,LG,526590,524451,2.69
1090,Chuwi,575114,716381,3.04
1091,MSI,466856,278596,2.39
1092,Gigabyte,565148,205251,2.4
1093,Walker,316898,602641,2.79
1094,HP,266674,887867,3.38
1095,ASUS,565292,454738,4.81
1096,Dell,185791,290535,4.05
1097,ASUS,78571,86758,3.63
1098,Dell,141007,437351,3.98
1099,Razer,573466,601921,3.54
1100,Huawei,565272,553047,1.23
1101,Wings,54117,896444,1.22
1102,LG,129571,357945,1.79
1103,iBall,562678,971728,2.66
1104,Microsoft,277027,537317,3.71
1105,Asus,34622,252191,2.58
1106,Primebook,363468,585234,4.45
1107,Razer,374163,641361,1.67
1108,MSI,95258,143437,3.06
1109,Tecno,328500,236096,2.69
1110,Fujitsu,452273,854087,1.24
1111,Avita,342882,392779,1.96
1112,Honor,212782,472594,1.23
1113,Avita,204011,677913,4.25
1114,Avita,596857,614049,2.2
1115,iBall,223931,181178,1.36
1116,LG,544687,178764,4.31
1117,Razer,409184,894749,3.61
1118,Dell,434731,985884,1.23
1119,Avita,140239,368796,2.92
1120,Dell,576158,347615,1.42
1121,Apple,337212,975941,2.76
1122,Ninkear,570929,178694,2.82
1123,Ninkear,343330,267592,2.33
1124,Honor,187128,686336,3.79
1125,Honor,420060,194653,4.54
1126,Asus,268947,837233,1.03
1127,Samsung,286687,617854,2.75
1128,Fujitsu,229099,877779,2.63
1129,LG,541404,973020,2.18
1130,Avita,192336,478465,1.41
1131,Infinix,516799,797397,4.52
1132,MSI,579180,562692,4.0
1133,Tecno,581196,27347,1.89
1134,Razer,316668,280198,4.68
1135,Lenovo,217712,641092,4.71
1136,LG,301403,840948,4.96
1137,HP,357462,612233,1.92
1138,Ultimus,146656,34933,2.71
1139,MSI,223169,207684,1.84
1140,Honor,63240,596834,2.82
1141,ASUS,556346,323430,1.64
1142,Ninkear,32223,479193,3.63
1143,iBall,24100,64525,3.08
1144,Microsoft,433084,745923,4.79
1145,Avita,526902,562112,3.47
1146,Honor,209142,670125,3.44
1147,Honor,310868,177394,1.06
1148,Acer,130295,895191,4.59
1149,iBall,515150,263467,1.35
1150,Razer,465627,661376,2.47
1151,MSI,501940,883740,3.25
1152,Primebook,478182,690038,4.49
1153,Huawei,523070,19003,2.11
1154,Zebronics,232365,964224,4.21
1155,Honor,216895,269461,2.63
1156,Colorful,32766,948004,3.87
1157,Microsoft,363336,657767,4.32
1158,Infinix,319522,19328,4.69
1159,Fujitsu,53914,786950,1.65
1160,Lenovo,224665,198272,3.18
1161,Apple,408063,735149,2.1
1162,Honor,170136,730729,1.62
1163,Chuwi,509410,720826,1.15
1164,Walker,258633,262466,1.32
1165,Gigabyte,50844,436011,2.91
1166,Dell,43346,136685,3.74
1167,LG,568862,44140,4.37
1168,Xiaomi,346917,302252,4.15
1169,Tecno,514777,100138,3.96
1170,Chuwi,477385,644677,1.73
1171,Fujitsu,68785,58778,4.79
1172,Walker,50585,712755,1.23
1173,Zebronics,486185,738599,2.63
1174,Lenovo,72121,890518,2.8
1175,Samsung,326944,229280,3.63
1176,Microsoft,551337,961031,1.76
1177,Razer,109480,242784,4.46
1178,Ninkear,221553,186012,4.83
1179,Honor,359248,379614,2.29
1180,Acer,263021,414328,1.1
1181,Fujitsu,28205,914692,4.98
1182,Lenovo,593505,716410,3.17
1183,Lenovo,199095,803335,4.93
1184,Razer,78602,854440,1.96
1185,Ninkear,483841,855101,1.21
1186,Apple,385106,958243,4.82
1187,Samsung,319504,633707,3.01
1188,Fujitsu,45729,805596,2.06
1189,MSI,502931,894056,1.42
1190,Lenovo,466763,808978,1.61
1191,Avita,116040,964586,1.56
1192,ASUS,278321,970738,3.57
1193,Jio,583681,830727,1.47
1194,Razer,242907,803857,1.62
1195,Asus,214842,953270,1.76
1196,Primebook,240465,34451,3.46
1197,AXL,217734,282817,4.07
1198,Fujitsu,355138,56589,1.3
1199,Avita,88815,537164,2.03
1200,Infinix,338402,785023,4.55
1201,Razer,562378,92102,1.74
1202,Asus,20659,136359,4.23
1203,HP,424762,320612,1.59
1204,Razer,366142,714432,3.47
1205,Zebronics,144913,533894,1.87
1206,Lenovo,347552,705852,2.16
1207,Gigabyte,409159,199109,4.36
1208,Fujitsu,198461,160171,1.82
1209,Ninkear,268355,473403,2.37
1210,Asus,484483,535350,1.54
1211,Xiaomi,192355,231593,2.51
1212,Samsung,241025,540109,1.2
1213,iBall,470420,708946,1.6
1214,MSI,582901,271256,1.89
1215,Razer,316116,364062,1.88
1216,Xiaomi,214734,781426,3.73
1217,Razer,288759,496466,4.03
1218,Asus,413200,566394,2.08
1219,Acer,229824,737526,3.37
1220,Huawei,399653,732833,1.02
1221,Huawei,176586,309213,2.14
1222,Ultimus,480999,718216,2.34
1223,Primebook,562574,302305,2.14
1224,LG,215097,266181,4.55
1225,MSI,235513,725554,3.14
1226,Wings,206620,380690,3.2
1227,Gigabyte,233711,690970,4.33
1228,Lenovo,402389,295534,1.33
1229,Ultimus,589134,425725,2.38
1230,Dell,371114,972157,1.84
1231,Wings,363557,364164,4.84
1232,Honor,211172,512773,1.32
1233,Razer,129087,473041,4.95
1234,Gigabyte,463332,193521,4.48
1235,Huawei,68646,687290,1.55
1236,Samsung,145418,864326,1.62
1237,Infinix,199085,939088,4.61
1238,Fujitsu,125339,650467,1.35
1239,Ninkear,286777,233112,3.44
1240,Fujitsu,589462,632714,3.0
1241,Jio,216946,654565,2.48
1242,Apple,594991,163290,4.21
1243,Apple,291662,794205,1.32
1244,iBall,400560,975756,1.45
1245,MSI,394788,360885,3.36
1246,Walker,476804,315038,4.34
1247,AXL,311090,703379,4.3
1248,Infinix,539380,843037,3.12
1249,Colorful,557569,795250,2.82
1250,Infinix,165150,388160,1.21
1251,Infinix,321421,420810,4.64
1252,Walker,58876,729526,3.48
1253,AXL,71756,493756,3.56
1254,iBall,394726,831253,4.99
1255,Colorful,108039,516933,1.81
1256,Apple,316196,898970,4.71
1257,Fujitsu,201655,835485,1.31
1258,Fujitsu,436004,840288,4.68
1259,Microsoft,461801,469256,1.04
1260,iBall,394347,281440,1.44
1261,MSI,229876,222475,1.25
1262,Lenovo,366905,525604,1.96
1263,Ninkear,115340,923646,4.31
1264,Infinix,579730,955895,1.06
1265,Infinix,53734,62014,4.43
1266,Samsung,349496,432080,2.04
1267,AXL,235109,255900,3.98
1268,Avita,410790,777460,2.38
1269,Apple,472531,235825,3.18
1270,ASUS,297463,889939,2.28
1271,Tecno,564987,505985,1.33
1272,Dell,157037,77139,3.34
1273,Avita,25906,935365,1.84
1274,Primebook,373888,817062,3.93
1275,Microsoft,272871,589161,2.47
1276,ASUS,424414,937931,2.58
1277,Lenovo,348527,529160,3.5
1278,Huawei,108989,253012,4.68
1279,Razer,147477,385515,4.87
1280,Dell,326337,224205,1.75
1281,Huawei,489183,954786,2.78
1282,Asus,419421,735093,2.18
1283,Walker,276635,762328,1.7
1284,Huawei,286079,704773,3.29
1285,Ultimus,46702,756400,3.32
1286,Fujitsu,330485,85568,4.1
1287,Zebronics,209943,809207,1.46
1288,Apple,156609,684371,3.34
1289,ASUS,93180,521039,2.08
1290,Honor,584539,470214,3.63
1291,Samsung,213548,14353,3.01
1292,Xiaomi,135281,859961,4.95
1293,ASUS,115521,380204,2.7
1294,Walker,223569,508972,3.15
1295,Honor,24298,15146,3.24
1296,Zebronics,485036,73175,2.18
1297,Chuwi,201988,370283,3.19
1298,Chuwi,350404,702416,4.01
1299,ASUS,171386,441473,4.5
1300,Primebook,236902,863744,4.91
1301,Dell,173781,955718,2.21
1302,Microsoft,65480,973577,2.22
1303,Colorful,369868,920167,2.74
1304,Gigabyte,234285,878094,2.95
1305,Dell,580305,494435,4.44
1306,Walker,330592,159110,2.34
1307,ASUS,166162,41977,2.58
1308,Zebronics,389487,510492,1.17
1309,Tecno,236057,435723,1.97
1310,Honor,256194,805647,3.98
1311,Walker,503699,733662,3.26
1312,Avita,547120,48779,1.45
1313,Colorful,351503,346980,2.37
1314,Ninkear,424981,921671,3.09
1315,Ultimus,249195,34988,1.65
1316,Samsung,510545,995841,4.96
1317,LG,176136,216629,4.5
1318,Walker,238334,533350,1.11
1319,Acer,127899,150425,2.82
1320,Xiaomi,193711,248091,3.4
1321,MSI,538715,524061,3.16
1322,Huawei,122079,277033,4.04
1323,AXL,560470,378156,2.05
1324,Ninkear,144077,866481,1.5
1325,Samsung,388496,237379,4.68
1326,Wings,67587,404745,4.29
1327,Asus,106910,968120,4.69
1328,Asus,261752,488419,4.74
1329,Fujitsu,179599,175433,1.61
1330,AXL,252855,700427,1.1
1331,Jio,310292,603426,2.88
1332,Razer,436594,620548,1.32
1333,Ultimus,379523,610584,1.66
1334,Xiaomi,217335,565178,1.86
1335,HP,386183,688635,2.95
1336,Primebook,197805,334667,4.67
1337,Xiaomi,275857,752463,1.8
1338,Razer,217582,58122,3.09
1339,Lenovo,290179,29829,1.05
1340,Samsung,83818,517925,1.12
1341,HP,222262,262747,3.48
1342,Apple,343587,170552,3.26
1343,Ninkear,176680,511419,2.94
1344,Fujitsu,585517,503089,3.62
1345,HP,590295,185187,4.23
1346,Lenovo,437229,411939,3.73
1347,Gigabyte,198529,473473,2.75
1348,Zebronics,54701,500962,3.72
1349,Samsung,562143,721329,1.78
1350,Huawei,107866,685711,3.84
1351,Primebook,544744,517566,4.0
1352,Asus,387210,613932,4.89
1353,Xiaomi,163744,344271,3.99
1354,Zebronics,138266,869665,3.53
1355,Ninkear,494876,641376,2.2
1356,Jio,394900,868351,2.14
1357,Huawei,227366,373762,1.86
1358,Apple,478058,138042,3.09
1359,Primebook,192900,286781,3.41
1360,Xiaomi,431941,998161,4.6
1361,Samsung,385623,542480,2.94
1362,Walker,402339,41265,3.38
1363,Asus,159244,167502,1.8
1364,Dell,418181,496317,1.18
1365,ASUS,415900,132661,3.29
1366,Apple,114478,111466,1.31
1367,Asus,33910,614087,4.11
1368,ASUS,582359,792568,2.25
1369,Infinix,590354,930825,4.66
1370,Microsoft,166018,967702,3.07
1371,Samsung,79278,221815,3.61
1372,Gigabyte,402100,151532,3.25
1373,Lenovo,485070,373644,3.07
1374,MSI,428265,460310,4.72
1375,Samsung,131346,666832,4.06
1376,HP,22633,607141,3.86
1377,Acer,206645,117980,3.13
1378,Chuwi,139949,999252,2.65
1379,Dell,210693,190007,2.77
1380,LG,273573,146945,4.61
1381,iBall,183810,884160,3.46
1382,Honor,137874,658684,2.38
1383,Microsoft,413144,938042,1.03
1384,Razer,26232,665575,4.52
1385,LG,74690,560524,2.46
1386,Lenovo,279855,423279,2.04
1387,Razer,342105,847871,2.46
1388,Ninkear,594269,88968,4.79
1389,Razer,151740,515098,1.74
1390,Ultimus,580317,731697,4.63
1391,Walker,437951,226132,1.66
1392,Fujitsu,448640,945328,1.33
1393,Walker,377101,335757,3.38
1394,Jio,362170,188053,4.24
1395,Fujitsu,537818,698684,4.25
1396,AXL,123841,661686,3.58
1397,iBall,136202,684573,3.94
1398,Primebook,300236,661299,2.72
1399,MSI,41924,709483,1.62
1400,Primebook,230209,198584,1.63
1401,MSI,512053,777651,2.25
1402,Tecno,459768,623127,2.42
1403,ASUS,451719,340325,4.25
1404,Avita,558779,184038,3.64
1405,Asus,21083,228752,4.01
1406,Microsoft,548473,982571,1.9
1407,Honor,406336,364750,4.62
1408,LG,208136,295561,4.59
1409,Fujitsu,104458,294701,4.23
1410,iBall,553588,43815,3.03
1411,Gigabyte,14245,337210,3.59
1412,Honor,540209,265353,3.37
1413,Asus,370650,769676,3.03
1414,Fujitsu,475945,932759,4.29
1415,LG,464173,635116,2.05
1416,LG,410035,170970,3.32
1417,Infinix,557947,264027,3.42
1418,iBall,492938,29278,4.65
1419,Ultimus,284748,505783,3.6
1420,Wings,573817,440597,1.78
1421,Primebook,388787,893139,1.18
1422,Ultimus,304600,458347,1.38
1423,Asus,85562,664341,3.81
1424,Razer,211042,994161,4.4
1425,AXL,535071,774233,1.46
1426,iBall,452148,283226,3.71
1427,Tecno,150413,754989,2.42
1428,LG,293060,66201,2.66
1429,Tecno,369235,173169,4.12
1430,ASUS,18530,686596,3.61
1431,Lenovo,428239,309471,3.34
1432,HP,425572,909645,2.2
1433,MSI,243945,731039,2.89
1434,Acer,410275,690515,2.76
1435,Walker,249681,533484,1.9
1436,Asus,588463,730153,1.86
1437,Samsung,204069,318154,3.22
1438,Jio,563376,719575,4.97
1439,Samsung,362007,532695,2.6
1440,Chuwi,344868,713703,3.24
1441,Fujitsu,157788,805546,4.15
1442,ASUS,46193,503464,3.22
1443,Avita,284171,630341,1.21
1444,Acer,219017,458379,2.7
1445,Samsung,181152,911767,3.7
1446,Samsung,315092,91896,4.92
1447,Gigabyte,211849,622558,3.55
1448,Acer,242143,994698,3.14
1449,Huawei,413776,953119,1.2
1450,Acer,588384,228757,4.91
1451,Xiaomi,454182,240392,3.73
1452,ASUS,193390,186781,2.24
1453,iBall,25308,665885,3.9
1454,Samsung,280793,246372,2.56
1455,Samsung,411732,308703,4.14
1456,Huawei,527377,868336,1.86
1457,Wings,511671,7372,4.94
1458,Ultimus,280033,689152,1.05
1459,Chuwi,250149,603826,4.45
1460,Gigabyte,516458,433622,1.89
1461,Honor,91206,585720,2.02
1462,Colorful,158901,21202,3.86
1463,Honor,518490,523957,1.06
1464,Honor,320446,596691,2.27
1465,iBall,516137,137416,4.1
1466,MSI,441603,560359,2.61
1467,iBall,369709,15113,3.37
1468,Chuwi,375158,381748,1.54
1469,Ninkear,418204,915304,4.34
1470,ASUS,64764,702299,3.48
1471,Fujitsu,316158,541640,3.78
1472,Wings,392887,580598,2.68
1473,AXL,563105,306560,1.28
1474,Gigabyte,516874,629731,2.07
1475,Avita,377131,14028,4.18
1476,Lenovo,169226,938295,3.8
1477,Zebronics,85434,973158,1.81
1478,Wings,60403,824254,3.21
1479,Fujitsu,244000,997314,1.39
1480,Walker,235083,348395,4.03
1481,Ultimus,216526,734955,1.8
1482,Avita,15998,255041,2.07
1483,Fujitsu,360062,170311,1.01
1484,LG,60737,608296,1.86
1485,Dell,449783,18621,3.95
1486,Tecno,302511,462172,2.33
1487,Samsung,214956,432765,2.31
1488,Zebronics,540894,784331,1.1
1489,MSI,458745,43638,2.49
1490,Fujitsu,97411,230541,3.16
1491,Huawei,181471,570448,4.8
1492,Ultimus,550924,991863,2.23
1493,Lenovo,226248,610956,2.74
1494,Tecno,222190,774754,1.54
1495,Dell,206786,730500,3.77
1496,ASUS,292764,136305,3.68
1497,Ultimus,271436,162904,4.88
1498,Huawei,477689,588809,2.49
1499,Huawei,80642,163610,1.83
1500,Primebook,129093,859359,2.68
1501,Jio,439031,674391,4.75
1502,Walker,380315,721705,3.1
1503,Infinix,504705,201776,1.64
1504,Honor,512185,650744,1.7
1505,Microsoft,199874,255839,4.0
1506,Apple,338134,564290,2.29
1507,Jio,561182,573308,3.92
1508,Microsoft,234352,861170,1.7
1509,Acer,552335,939183,1.07
1510,Samsung,429083,981596,3.34
1511,ASUS,45044,258073,4.41
1512,Infinix,52444,205206,4.21
1513,Acer,554165,852387,3.91
1514,LG,507766,514925,4.1
1515,Huawei,261694,36387,4.24
1516,Chuwi,579495,359020,4.43
1517,Walker,153591,429729,2.59
1518,Wings,59051,432419,4.46
1519,Apple,137118,564285,1.69
1520,iBall,182789,631632,3.64
1521,Avita,204809,754313,4.5
1522,Samsung,231854,21031,2.84
1523,Razer,562765,460152,4.17
1524,Acer,531775,951477,3.7
1525,Primebook,92063,83204,4.25
1526,iBall,147558,331364,2.88
1527,Acer,522170,837658,2.02
1528,Microsoft,578030,908059,1.42
